sample_id,xml_named_image,embedded_filename_image,primary_declared_filename,secondary_declared_filename,declared_image_exists,primary_object_count,secondary_object_count,primary_classes,secondary_classes,primary_boxes,secondary_boxes,primary_declared_dimensions,secondary_declared_dimensions,xml_named_image_dimensions,embedded_filename_image_dimensions,annotator_agreement_category,annotator_mean_iou,declared_primary_object_count,primary_vs_declared_exact_signature,primary_vs_declared_mean_iou,secondary_vs_declared_exact_signature,secondary_vs_declared_mean_iou,thumbnail_raw_mae,thumbnail_intensity_correlation,thumbnail_normalized_mae,recommended_identity_status,recommendation_confidence,automatic_resolution_applied,evidence_flags,review_required
943,943.jpg,52.jpg,52.jpg,52.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[208,174,511,938]","thunderstrike[208,174,511,938]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.3490320542279412,0.9151970993564691,0.3457639170944965,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
944,944.jpg,522.jpg,522.jpg,522.jpg,True,2,2,surface_injure;surface_injure,surface_injure;surface_injure,"surface_injure[27,36,208,530];surface_injure[233,1,625,352]","surface_injure[27,36,208,530];surface_injure[233,1,625,352]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9730062391239761,0.17199946384803924,0.9891743305184113,0.09243486552340763,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
946,946.jpg,528.jpg,528.jpg,528.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[484,439,878,488]","hide_craze[484,439,878,488]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.3163842294730392,0.9470327021535963,0.23345066930394492,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
947,947.jpg,529.jpg,529.jpg,529.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[280,513,584,722]","surface_injure[280,513,584,722]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.20402305453431374,0.9998608084827246,0.010827689776048224,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
948,948.jpg,531.jpg,531.jpg,531.jpg,True,1,1,crack,crack,"crack[641,152,986,814]","crack[643,149,989,813]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9797913305367323,1,True,1.0,False,0.9695997919871725,0.07527669270833333,0.9977534376552302,0.04993659075781132,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
949,949.jpg,532.jpg,532.jpg,532.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[208,385,391,519]","surface_injure[208,385,391,519]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.3868192784926471,0.9953868980803048,0.07353557069641904,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
950,950.jpg,535.jpg,535.jpg,535.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[555,164,786,524]","surface_injure[555,164,786,524]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.29403530943627454,0.999890738774041,0.010542166276876017,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
951,951.jpg,540.jpg,540.jpg,540.jpg,True,1,1,corrosion,corrosion,"corrosion[191,13,383,731]","corrosion[191,13,383,731]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,False,0.9417125872037786,False,0.9417125872037786,0.3298655790441176,0.8827434810333742,0.411119540395776,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_classes_match_declared_sample,True
952,952.jpg,543.jpg,543.jpg,543.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[362,374,656,686]","thunderstrike[362,374,656,686]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,5,False,1.0,False,1.0,0.3592352175245098,0.8224374956177325,0.47935379757766294,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml,True
953,953.jpg,544.jpg,544.jpg,544.jpg,True,1,1,crack,crack,"crack[609,1,828,345]","crack[606,1,823,348]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9559989173723079,1,True,1.0,False,0.9553690485528277,0.20453048406862745,0.9986331079271916,0.04103227040762752,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
954,954.jpg,547.jpg,547.jpg,547.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[377,330,558,760]","surface_injure[377,330,558,760]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.30279852175245087,0.9113486770219876,0.21730996718101536,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
957,957.jpg,554.jpg,554.jpg,554.jpg,True,1,1,craze,craze,"craze[52,494,417,816]","craze[52,494,417,816]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9684398554293299,0.25611979166666665,0.9997579163437612,0.015973982129875545,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
958,958.jpg,557.jpg,557.jpg,557.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[291,99,706,175]","hide_craze[296,99,703,173]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9552947052947053,1,True,1.0,False,0.9552947052947053,0.2671109068627451,0.9950145576063196,0.0821562357407023,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
959,959.jpg,561.jpg,561.jpg,561.jpg,True,1,0,corrosion,,"corrosion[197,8,361,614]",,1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,,1,True,1.0,False,,0.3570724188112745,0.824939816778164,0.37872318970024355,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
960,960.jpg,562.jpg,562.jpg,562.jpg,True,2,1,crack;crack,crack,"crack[144,555,261,849];crack[453,366,697,781]","crack[139,559,257,844]",1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,0.8996688741721854,2,True,1.0,False,0.8996688741721854,0.39009363511029405,0.7481215854203057,0.5716497755847889,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
961,961.jpg,565.jpg,565.jpg,565.jpg,True,1,1,craze,craze,"craze[387,483,744,936]","craze[391,486,744,941]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9717106304244623,1,True,1.0,False,0.9527384199473798,0.336996400122549,0.9608805906449509,0.21135778860132168,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
962,962.jpg,566.jpg,566.jpg,566.jpg,True,1,1,corrosion,corrosion,"corrosion[378,6,619,889]","corrosion[378,6,619,889]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.1630859375,0.9820368204304124,0.142810520830392,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
964,964.jpg,570.jpg,570.jpg,570.jpg,True,1,1,crack,crack,"crack[414,230,602,494]","crack[414,230,602,494]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9185163551401869,0.24274854473039215,0.9299674228761241,0.23752894722327988,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
966,966.jpg,576.jpg,576.jpg,576.jpg,True,3,3,surface_injure;surface_injure;surface_injure,surface_injure;surface_injure;surface_injure,"surface_injure[348,644,445,752];surface_injure[484,602,633,785];surface_injure[378,311,489,411]","surface_injure[348,644,445,752];surface_injure[484,602,633,785];surface_injure[378,311,489,411]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,3,True,1.0,False,0.961967586937047,0.3104406020220588,0.6120461190197161,0.7277948505326023,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
967,967.jpg,577.jpg,577.jpg,577.jpg,True,1,1,crack,crack,"crack[498,130,631,445]","crack[498,130,631,445]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9299658703071673,0.316796875,0.981089682723367,0.142275984499806,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
970,970.jpg,580.jpg,580.jpg,580.jpg,True,1,1,craze,craze,"craze[194,608,673,930]","craze[194,608,673,930]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9805732362207737,0.34223728553921573,0.9999018063423725,0.011593700025004698,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
971,971.jpg,581.jpg,581.jpg,581.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[1,222,577,460]","surface_injure[1,222,577,460]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.26616881127450975,0.9998854411923752,0.01141248046388761,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
972,972.jpg,588.jpg,588.jpg,588.jpg,True,1,1,corrosion,corrosion,"corrosion[8,122,1019,417]","corrosion[10,124,1018,414]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9801937560089734,1,True,1.0,False,0.9801937560089734,0.24588599111519607,0.9993622229865534,0.022499031335258393,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
973,973.jpg,589.jpg,589.jpg,589.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[586,699,814,794]","hide_craze[586,699,814,794]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.921648590021692,0.20493164062500002,0.9441115936013356,0.24184588509804367,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
975,975.jpg,595.jpg,595.jpg,595.jpg,True,2,2,surface_injure;hide_craze,surface_injure;hide_craze,"surface_injure[14,420,394,769];hide_craze[333,338,886,511]","surface_injure[14,420,394,769];hide_craze[333,338,886,511]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,1.0,0.3028626685049019,0.989168906084389,0.10856695672122986,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
976,976.jpg,596.jpg,596.jpg,596.jpg,True,1,1,crack,crack,"crack[466,185,578,960]","crack[466,185,578,960]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.8083026960784314,0.9967753399959024,0.06707295679695016,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
977,977.jpg,598.jpg,598.jpg,598.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[470,24,547,603];corrosion[483,772,558,1017]","corrosion[472,25,551,602];corrosion[483,772,558,1017]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9618943472409152,2,True,1.0,False,0.9618943472409152,0.1746304381127451,0.9033078473151164,0.2589999702919773,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
978,978.jpg,599.jpg,599.jpg,599.jpg,True,1,1,corrosion,corrosion,"corrosion[1,275,853,710]","corrosion[1,275,853,710]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.26877680759803924,0.7828835880841425,0.549627110866557,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
979,979.jpg,6.jpg,6.jpg,6.jpg,True,1,1,craze,craze,"craze[456,613,714,706]","craze[456,613,714,706]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.18671587775735293,0.9975064325407073,0.05074994432925752,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
981,981.jpg,609.jpg,609.jpg,609.jpg,True,2,2,craze;surface_injure,craze;corrosion,"craze[208,330,609,456];surface_injure[661,317,800,369]","craze[208,330,608,454];corrosion[665,321,797,374]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,0.981803580522584,2,True,1.0,False,0.9360173770554274,0.3343970205269608,0.7896764933349477,0.5857274147938023,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
982,982.jpg,612.jpg,612.jpg,612.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[56,180,809,817]","hide_craze[56,180,809,817]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.193359375,0.9814180580614768,0.13088788796324158,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
983,983.jpg,613.jpg,613.jpg,613.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[139,106,892,964]","hide_craze[139,106,892,964]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9890785288163086,0.5259172028186274,0.9908345448559529,0.0974511835632795,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
985,985.jpg,618.jpg,618.jpg,618.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[387,260,839,861]","hide_craze[387,260,839,861]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9744919799561856,0.1313466988357843,0.9868914632748162,0.10604845083234844,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
987,987.jpg,62.jpg,62.jpg,62.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[19,450,512,555]","thunderstrike[19,450,512,555]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,False,1.0,False,0.93684112670819,0.5668907015931371,0.37924265512035865,0.6776893086953284,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml,True
988,988.jpg,620.jpg,620.jpg,620.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[445,285,602,450]","surface_injure[445,285,602,450]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9135776168157932,0.2214690563725491,0.9990484606986905,0.03457370253523212,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
989,989.jpg,621.jpg,621.jpg,621.jpg,True,3,3,hide_craze;surface_injure;surface_injure,hide_craze;corrosion;surface_injure,"hide_craze[186,381,778,986];surface_injure[725,64,902,213];surface_injure[770,238,914,375]","hide_craze[186,381,778,986];corrosion[723,62,897,216];surface_injure[770,238,914,375]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,1.0,3,True,1.0,False,0.9523480662983426,0.48563017003676473,0.989402015792809,0.10267030549703987,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
990,990.jpg,624.jpg,624.jpg,624.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[92,153,944,769]","hide_craze[92,153,944,769]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.3469621246936274,0.6686654079046773,0.593524178821941,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
991,991.jpg,628.jpg,628.jpg,628.jpg,True,2,2,hide_craze;hide_craze,hide_craze;hide_craze,"hide_craze[155,280,317,314];hide_craze[173,805,619,874]","hide_craze[155,280,317,314];hide_craze[175,801,623,873]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9601792458485703,2,True,1.0,False,0.8773431905721882,0.34740349264705883,0.8439702540061852,0.3612747903316661,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
993,993.jpg,630.jpg,630.jpg,630.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[522,1,784,978]","surface_injure[522,1,784,978]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.2337612974877451,0.9545521020887648,0.2559024208923357,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
994,994.jpg,632.jpg,632.jpg,632.jpg,True,1,1,craze,craze,"craze[375,174,689,1003]","craze[372,170,686,1001]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9741396864182448,1,False,0.88078642487291,False,0.8576477518162183,0.06316157322303922,0.9998570067404802,0.012107581210125873,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_classes_match_declared_sample,True
995,995.jpg,636.jpg,636.jpg,636.jpg,True,2,2,surface_injure;surface_injure,surface_injure;surface_injure,"surface_injure[494,589,802,899];surface_injure[561,133,748,320]","surface_injure[494,589,802,899];surface_injure[561,133,748,320]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9811350520605389,0.29191080729166663,0.965258856038084,0.19095629995274402,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
996,996.jpg,637.jpg,637.jpg,637.jpg,True,1,1,craze,craze,"craze[473,10,584,1006]","craze[473,5,583,1003]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9832024879922295,1,True,1.0,False,0.9832024879922295,0.30712507659313726,0.8723010592466697,0.39041492855829996,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
999,999.jpg,640.jpg,640.jpg,640.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[372,335,564,763]","surface_injure[372,335,564,763]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.3006232766544117,0.9384244684037913,0.2016677409043069,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1000,1000.jpg,642.jpg,642.jpg,642.jpg,True,2,2,hide_craze;surface_injure,hide_craze;surface_injure,"hide_craze[450,685,870,899];surface_injure[781,1,839,136]","hide_craze[447,681,866,894];surface_injure[781,1,839,136]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9716940479396714,2,True,1.0,False,0.9704545454545455,0.18040939031862746,0.9563406078339223,0.2550031420921609,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1001,1001.jpg,645.jpg,645.jpg,645.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[727,224,844,397]","surface_injure[727,224,844,397]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.29011565563725483,0.841212774010653,0.4443829302492021,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1003,1003.jpg,651.jpg,651.jpg,651.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[397,510,511,617]","surface_injure[397,510,511,617]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.04756146599264706,0.9967795929145172,0.060783163387518005,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1005,1005.jpg,656.jpg,656.jpg,656.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[764,741,822,836]","surface_injure[764,741,822,836]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.25063668045343135,0.9996548213663903,0.021347262873224006,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1006,1006.jpg,659.jpg,659.jpg,659.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[42,702,233,770]","thunderstrike[42,702,233,770]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.21459482230392155,0.9399161575662246,0.299398301669206,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1009,1009.jpg,664.jpg,664.jpg,664.jpg,True,2,2,surface_injure;surface_injure,surface_injure;surface_injure,"surface_injure[41,736,400,910];surface_injure[773,152,1005,328]","surface_injure[41,736,400,910];surface_injure[773,152,1005,328]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9510793383795907,0.2319134880514706,0.9995283021298265,0.026848561591346996,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1011,1011.jpg,668.jpg,668.jpg,668.jpg,True,1,1,craze,craze,"craze[397,494,758,933]","craze[397,494,758,933]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.22132257199754907,0.9963894312710709,0.06378639558837002,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1012,1012.jpg,67.jpg,67.jpg,67.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[359,589,666,688]","hide_craze[359,589,666,688]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9323284156510584,0.3573740042892158,0.989657881847543,0.06540703454866385,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1013,1013.jpg,674.jpg,674.jpg,674.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[653,536,747,597]","surface_injure[653,536,747,597]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.028553921568627447,0.9946505249473107,0.07936014219115056,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1014,1014.jpg,676.jpg,676.jpg,676.jpg,True,2,2,hide_craze;hide_craze,hide_craze;hide_craze,"hide_craze[270,130,506,335];hide_craze[298,675,612,877]","hide_craze[270,130,506,335];hide_craze[298,675,612,877]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,0.9726099706744868,0.5068895526960784,0.4198026949626284,0.8874494657584597,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1015,1015.jpg,679.jpg,679.jpg,679.jpg,True,1,0,surface_injure,,"surface_injure[166,219,855,677]",,1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,,1,True,1.0,False,,0.40747357536764717,0.9954709780715073,0.07762706553172587,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
1016,1016.jpg,680.jpg,680.jpg,680.jpg,True,1,1,corrosion,surface_injure,"corrosion[402,5,602,1010]","surface_injure[402,5,602,1010]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,,1,True,1.0,False,,0.21216203278186274,0.9996871043377957,0.018927137088209228,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
1018,1018.jpg,683.jpg,683.jpg,683.jpg,True,3,3,surface_injure;surface_injure;surface_injure,surface_injure;surface_injure;surface_injure,"surface_injure[445,855,550,969];surface_injure[547,66,698,203];surface_injure[444,480,655,644]","surface_injure[445,855,550,969];surface_injure[547,66,698,203];surface_injure[439,485,652,644]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9782001117942984,3,True,1.0,False,0.9639850799871831,0.34965820312499996,0.7874216849187426,0.4936932115751584,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
1020,1020.jpg,687.jpg,687.jpg,687.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[434,570,620,697]","surface_injure[434,570,620,697]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9220448575469792,0.17457490808823534,0.9977166702453627,0.042830055082001675,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
